Crop,Season,State,Area,Production,Annual_Rainfall
Urad,Summer,Puducherry,1214.0,266,Mid
Arecanut,Whole Year,Andhra Pradesh,359.0,265,Mid
Arhar/Tur,Kharif,Andhra Pradesh,439248.0,199414,Mid
Arhar/Tur,Rabi,Andhra Pradesh,3466.0,1942,Mid
Bajra,Kharif,Andhra Pradesh,49844.0,51316,Mid
Bajra,Rabi,Andhra Pradesh,9274.0,8873,Mid
Banana,Whole Year,Andhra Pradesh,54100.0,1368488,Mid
Cashewnut,Whole Year,Andhra Pradesh,150135.0,45208,Mid
Castor seed,Kharif,Andhra Pradesh,158723.0,81365,Mid
Coriander,Whole Year,Andhra Pradesh,33439.0,15616,Mid
Cotton(lint),Kharif,Andhra Pradesh,1398900.0,3568251,Mid
Dry chillies,Kharif,Andhra Pradesh,160013.0,615466,Mid
Dry chillies,Rabi,Andhra Pradesh,43347.0,157971,Mid
Ginger,Whole Year,Andhra Pradesh,2194.0,11684,Mid
Gram,Rabi,Andhra Pradesh,606426.0,857221,Mid
Groundnut,Kharif,Andhra Pradesh,1499640.0,449384,Mid
Groundnut,Rabi,Andhra Pradesh,266714.0,523880,Mid
Horse-gram,Kharif,Andhra Pradesh,4963.0,2423,Mid
Horse-gram,Rabi,Andhra Pradesh,34347.0,14062,Mid
Jowar,Kharif,Andhra Pradesh,118094.0,166667,Mid
Jowar,Rabi,Andhra Pradesh,160490.0,269115,Mid
Linseed,Rabi,Andhra Pradesh,927.0,347,Mid
Maize,Kharif,Andhra Pradesh,497803.0,1566921,Mid
Maize,Rabi,Andhra Pradesh,354157.0,2584881,Mid
Mesta,Kharif,Andhra Pradesh,37163.0,295481,Mid
Moong(Green Gram),Kharif,Andhra Pradesh,206857.0,91928,Mid
Moong(Green Gram),Rabi,Andhra Pradesh,112694.0,44272,Mid
Niger seed,Kharif,Andhra Pradesh,12494.0,5469,Mid
Onion,Kharif,Andhra Pradesh,26723.0,439644,Mid
Onion,Rabi,Andhra Pradesh,13737.0,289004,Mid
Other  Rabi pulses,Rabi,Andhra Pradesh,2415.0,3701,Mid
Potato,Whole Year,Andhra Pradesh,5227.0,50118,Mid
Ragi,Kharif,Andhra Pradesh,44783.0,42929,Mid
Ragi,Rabi,Andhra Pradesh,5238.0,8949,Mid
Rapeseed &Mustard,Rabi,Andhra Pradesh,5885.0,3764,Mid
Rice,Rabi,Andhra Pradesh,1584140.0,5861498,Mid
Safflower,Rabi,Andhra Pradesh,12780.0,6398,Mid
Sesamum,Kharif,Andhra Pradesh,46041.0,9634,Mid
Sesamum,Rabi,Andhra Pradesh,34296.0,9168,Mid
Small millets,Kharif,Andhra Pradesh,30291.0,16315,Mid
Small millets,Rabi,Andhra Pradesh,232.0,177,Mid
Soyabean,Kharif,Andhra Pradesh,142128.0,193969,Mid
Sugarcane,Whole Year,Andhra Pradesh,196126.0,15382999,Mid
Sunflower,Whole Year,Andhra Pradesh,418539.0,326182,Mid
Sweet potato,Whole Year,Andhra Pradesh,903.0,9863,Mid
Tapioca,Whole Year,Andhra Pradesh,16765.0,208052,Mid
Tobacco,Whole Year,Andhra Pradesh,232741.0,717012,Mid
Urad,Kharif,Andhra Pradesh,69015.0,40474,Mid
Urad,Rabi,Andhra Pradesh,269360.0,180440,Mid
Wheat,Rabi,Andhra Pradesh,13687.0,15421,Mid
Arecanut,Whole Year,Assam,66072.0,63895,High
Arhar/Tur,Kharif,Assam,5368.0,3811,High
Banana,Whole Year,Assam,45580.0,629050,High
Black pepper,Whole Year,Assam,3393.0,5144,High
Castor seed,Kharif,Assam,1225.0,517,High
Cotton(lint),Kharif,Assam,1340.0,631,High
Dry chillies,Whole Year,Assam,17010.0,10862,High
Ginger,Whole Year,Assam,15210.0,103915,High
Gram,Rabi,Assam,1719.0,887,High
Jute,Kharif,Assam,60111.0,647455,High
Linseed,Rabi,Assam,7384.0,3795,High
Maize,Kharif,Assam,17382.0,12619,High
Masoor,Rabi,Assam,21726.0,11084,High
Mesta,Kharif,Assam,5285.0,26807,High
Moong(Green Gram),Rabi,Assam,5634.0,2586,High
Niger seed,Kharif,Assam,7493.0,3821,High
Onion,Whole Year,Assam,6963.0,16816,High
Peas & beans (Pulses),Rabi,Assam,20943.0,12964,High
Potato,Whole Year,Assam,78317.0,515740,High
Rapeseed &Mustard,Rabi,Assam,226385.0,124688,High
Rice,Autumn,Assam,350649.0,374010,High
Rice,Summer,Assam,360266.0,768582,High
Rice,Winter,Assam,1773211.0,2865843,High
Sesamum,Kharif,Assam,12197.0,6867,High
Small millets,Kharif,Assam,5440.0,2780,High
Sugarcane,Whole Year,Assam,28649.0,1099749,High
Sweet potato,Whole Year,Assam,6338.0,22341,High
Tapioca,Whole Year,Assam,3045.0,14397,High
Tobacco,Whole Year,Assam,493.0,266,High
Turmeric,Whole Year,Assam,14459.0,10497,High
Urad,Rabi,Assam,39723.0,23058,High
Wheat,Rabi,Assam,50053.0,54551,High
Arecanut,Whole Year,Karnataka,184515.0,1174591,Mid
Arhar/Tur,Kharif,Karnataka,596622.0,313730,Mid
Bajra,Kharif,Karnataka,264170.0,179509,Mid
Bajra,Rabi,Karnataka,354.0,331,Mid
Bajra,Summer,Karnataka,1084.0,1249,Mid
Banana,Whole Year,Karnataka,61001.0,1059346,Mid
Black pepper,Whole Year,Karnataka,17451.0,73956,Mid
Cardamom,Whole Year,Karnataka,19838.0,1992,Mid
Cashewnut,Whole Year,Karnataka,62303.0,38311,Mid
Castor seed,Kharif,Karnataka,19635.0,18618,Mid
Coriander,Whole Year,Karnataka,7415.0,4002,Mid
Cotton(lint),Whole Year,Karnataka,409024.0,825071,Mid
Dry chillies,Kharif,Karnataka,109185.0,101341,Mid
Dry chillies,Rabi,Karnataka,5903.0,10002,Mid
Dry chillies,Summer,Karnataka,7225.0,23701,Mid
Garlic,Whole Year,Karnataka,5625.0,12378,Mid
Ginger,Whole Year,Karnataka,25475.0,811631,Mid
Gram,Rabi,Karnataka,726189.0,396958,Mid
Groundnut,Kharif,Karnataka,694390.0,276049,Mid
Groundnut,Rabi,Karnataka,155886.0,121999,Mid
Horse-gram,Kharif,Karnataka,94450.0,42718,Mid
Horse-gram,Rabi,Karnataka,122164.0,45265,Mid
Jowar,Kharif,Karnataka,242445.0,317400,Mid
Jowar,Rabi,Karnataka,1134555.0,1155110,Mid
Jowar,Summer,Karnataka,4882.0,11110,Mid
Linseed,Rabi,Karnataka,13549.0,5112,Mid
Maize,Kharif,Karnataka,932901.0,2549564,Mid
Maize,Rabi,Karnataka,107533.0,319095,Mid
Maize,Summer,Karnataka,27868.0,87643,Mid
Mesta,Whole Year,Karnataka,1146.0,1617,Mid
Moong(Green Gram),Kharif,Karnataka,266386.0,36587,Mid
Moong(Green Gram),Rabi,Karnataka,8293.0,2120,Mid
Niger seed,Kharif,Karnataka,25337.0,8678,Mid
Onion,Kharif,Karnataka,117822.0,611170,Mid
Onion,Rabi,Karnataka,13415.0,89581,Mid
Onion,Summer,Karnataka,3775.0,20587,Mid
Other  Rabi pulses,Rabi,Karnataka,30396.0,8896,Mid
Potato,Kharif,Karnataka,67728.0,128436,Mid
Potato,Rabi,Karnataka,6060.0,87080,Mid
Potato,Summer,Karnataka,1907.0,30684,Mid
Ragi,Kharif,Karnataka,797944.0,1167342,Mid
Ragi,Rabi,Karnataka,34210.0,47819,Mid
Ragi,Summer,Karnataka,8970.0,17809,Mid
Rapeseed &Mustard,Rabi,Karnataka,4573.0,1836,Mid
Rice,Kharif,Karnataka,1129883.0,2906761,Mid
Rice,Rabi,Karnataka,40982.0,89072,Mid
Rice,Summer,Karnataka,343122.0,1035706,Mid
Safflower,Rabi,Karnataka,73376.0,59954,Mid
Sannhamp,Whole Year,Karnataka,266.0,66,Mid
Sesamum,Kharif,Karnataka,56234.0,28745,Mid
Soyabean,Kharif,Karnataka,134183.0,92556,Mid
Sugarcane,Whole Year,Karnataka,281100.0,24266201,Mid
Sunflower,Kharif,Karnataka,441753.0,196320,Mid
Sunflower,Rabi,Karnataka,517061.0,184013,Mid
Sunflower,Summer,Karnataka,42201.0,33674,Mid
Sweet potato,Whole Year,Karnataka,2592.0,26230,Mid
Tapioca,Whole Year,Karnataka,872.0,8464,Mid
Tobacco,Whole Year,Karnataka,108139.0,54936,Mid
Turmeric,Whole Year,Karnataka,14159.0,67404,Mid
Urad,Kharif,Karnataka,101121.0,27017,Mid
Urad,Rabi,Karnataka,10540.0,4588,Mid
Wheat,Rabi,Karnataka,268600.0,257181,Mid
Arecanut,Whole Year,Kerala,97492.0,125654,High
Banana,Whole Year,Kerala,54739.0,435979,High
Black pepper,Whole Year,Kerala,153711.0,33991,High
Cardamom,Whole Year,Kerala,41588.0,8550,High
Cashewnut,Whole Year,Kerala,53007.0,42334,High
Cotton(lint),Kharif,Kerala,1152.0,1498,High
Garlic,Whole Year,Kerala,320.0,5440,High
Ginger,Whole Year,Kerala,7421.0,30809,High
Groundnut,Kharif,Kerala,1733.0,1282,High
Jowar,Kharif,Kerala,2306.0,1177,High
Ragi,Kharif,Kerala,608.0,492,High
Rice,Autumn,Kerala,79381.0,192770,High
Rice,Summer,Kerala,49762.0,148370,High
Rice,Winter,Kerala,105122.0,249101,High
Sesamum,Kharif,Kerala,576.0,308,High
Sugarcane,Whole Year,Kerala,3392.0,275480,High
Sweet potato,Whole Year,Kerala,386.0,4827,High
Tapioca,Whole Year,Kerala,87241.0,2712114,High
Tobacco,Whole Year,Kerala,39.0,63,High
Turmeric,Whole Year,Kerala,2782.0,6364,High
Arecanut,Whole Year,Meghalaya,12632.0,17400,High
Arhar/Tur,Kharif,Meghalaya,794.0,627,High
Banana,Whole Year,Meghalaya,6522.0,74314,High
Black pepper,Rabi,Meghalaya,884.0,462,High
Castor seed,Kharif,Meghalaya,29.0,17,High
Cotton(lint),Kharif,Meghalaya,7106.0,5617,High
Dry chillies,Whole Year,Meghalaya,1875.0,1423,High
Ginger,Kharif,Meghalaya,9283.0,50286,High
Gram,Rabi,Meghalaya,530.0,330,High
Jute,Kharif,Meghalaya,3951.0,34588,High
Linseed,Rabi,Meghalaya,90.0,43,High
Maize,Kharif,Meghalaya,17117.0,25716,High
Mesta,Kharif,Meghalaya,4176.0,19046,High
Other  Rabi pulses,Rabi,Meghalaya,2215.0,2276,High
Potato,Whole Year,Meghalaya,17690.0,161138,High
Rapeseed &Mustard,Rabi,Meghalaya,7197.0,4906,High
Rice,Autumn,Meghalaya,32570.0,41908,High
Rice,Summer,Meghalaya,12752.0,46600,High
Rice,Winter,Meghalaya,62723.0,115354,High
Sesamum,Kharif,Meghalaya,1623.0,891,High
Small millets,Kharif,Meghalaya,2442.0,2051,High
Soyabean,Kharif,Meghalaya,1055.0,1163,High
Sugarcane,Whole Year,Meghalaya,92.0,250,High
Sweet potato,Whole Year,Meghalaya,4895.0,15909,High
Tapioca,Whole Year,Meghalaya,4187.0,21773,High
Tobacco,Whole Year,Meghalaya,664.0,436,High
Turmeric,Whole Year,Meghalaya,1959.0,10046,High
Wheat,Rabi,Meghalaya,416.0,739,High
Arecanut,Whole Year,Tamil Nadu,5612.0,11061,Mid
Arhar/Tur,Whole Year,Tamil Nadu,27483.0,16703,Mid
Bajra,Whole Year,Tamil Nadu,56672.0,84021,Mid
Banana,Whole Year,Tamil Nadu,115804.0,5148134,Mid
Black pepper,Whole Year,Tamil Nadu,3122.0,716,Mid
Cardamom,Whole Year,Tamil Nadu,4051.0,370,Mid
Cashewnut,Whole Year,Tamil Nadu,99168.0,51667,Mid
Castor seed,Whole Year,Tamil Nadu,5523.0,1702,Mid
Coriander,Whole Year,Tamil Nadu,14139.0,4815,Mid
Cotton(lint),Whole Year,Tamil Nadu,114516.0,187673,Mid
Dry chillies,Whole Year,Tamil Nadu,65412.0,32924,Mid
Garlic,Whole Year,Tamil Nadu,351.0,2067,Mid
Ginger,Whole Year,Tamil Nadu,817.0,16340,Mid
Gram,Whole Year,Tamil Nadu,6852.0,4355,Mid
Groundnut,Whole Year,Tamil Nadu,489844.0,974768,Mid
Horse-gram,Whole Year,Tamil Nadu,44749.0,21052,Mid
Jowar,Whole Year,Tamil Nadu,258876.0,213436,Mid
Maize,Whole Year,Tamil Nadu,286639.0,1257882,Mid
Moong(Green Gram),Whole Year,Tamil Nadu,138598.0,31336,Mid
Onion,Whole Year,Tamil Nadu,30255.0,286040,Mid
Potato,Whole Year,Tamil Nadu,4367.0,80538,Mid
Ragi,Whole Year,Tamil Nadu,90079.0,169944,Mid
Rapeseed &Mustard,Whole Year,Tamil Nadu,257.0,63,Mid
Rice,Kharif,Tamil Nadu,1931603.0,5183385,Mid
Sesamum,Whole Year,Tamil Nadu,63693.0,32242,Mid
Small millets,Kharif,Tamil Nadu,33512.0,25697,Mid
Sugarcane,Whole Year,Tamil Nadu,308800.0,32798888,Mid
Sunflower,Whole Year,Tamil Nadu,25755.0,34356,Mid
Sweet potato,Whole Year,Tamil Nadu,658.0,8743,Mid
Tapioca,Whole Year,Tamil Nadu,124301.0,4533359,Mid
Tobacco,Whole Year,Tamil Nadu,5379.0,8214,Mid
Turmeric,Whole Year,Tamil Nadu,29875.0,172334,Mid
Urad,Whole Year,Tamil Nadu,263671.0,82983,Mid
Arecanut,Whole Year,West Bengal,11394.0,21157,Mid
Arhar/Tur,Rabi,West Bengal,629.0,530,Mid
Bajra,Kharif,West Bengal,75.0,26,Mid
Barley,Rabi,West Bengal,2768.0,4202,Mid
Cardamom,Whole Year,West Bengal,245.0,704,Mid
Castor seed,Kharif,West Bengal,60.0,37,Mid
Cotton(lint),Kharif,West Bengal,2780.0,6023,Mid
Dry chillies,Whole Year,West Bengal,63249.0,94787,Mid
Ginger,Kharif,West Bengal,11131.0,23832,Mid
Gram,Rabi,West Bengal,21692.0,22543,Mid
Groundnut,Kharif,West Bengal,2413.0,2264,Mid
Groundnut,Rabi,West Bengal,13860.0,23576,Mid
Groundnut,Summer,West Bengal,51924.0,92382,Mid
Horse-gram,Rabi,West Bengal,1897.0,940,Mid
Jowar,Kharif,West Bengal,1126.0,469,Mid
Jute,Kharif,West Bengal,584238.0,7872588,Mid
Khesari,Rabi,West Bengal,27743.0,17412,Mid
Linseed,Rabi,West Bengal,4565.0,1130,Mid
Maize,Autumn,West Bengal,36843.0,97825,Mid
Maize,Rabi,West Bengal,17955.0,91856,Mid
Maize,Summer,West Bengal,35976.0,153753,Mid
Masoor,Rabi,West Bengal,49712.0,32428,Mid
Mesta,Kharif,West Bengal,7908.0,92901,Mid
Moong(Green Gram),Kharif,West Bengal,1079.0,989,Mid
Moong(Green Gram),Rabi,West Bengal,1570.0,1016,Mid
Moong(Green Gram),Summer,West Bengal,12168.0,6091,Mid
Niger seed,Kharif,West Bengal,5000.0,3297,Mid
Other  Rabi pulses,Rabi,West Bengal,185.0,64,Mid
Peas & beans (Pulses),Rabi,West Bengal,8815.0,6731,Mid
Potato,Whole Year,West Bengal,385981.0,4121189,Mid
Ragi,Autumn,West Bengal,11732.0,13874,Mid
Ragi,Rabi,West Bengal,972.0,802,Mid
Rapeseed &Mustard,Rabi,West Bengal,412488.0,315330,Mid
Rice,Autumn,West Bengal,292444.0,604968,Mid
Rice,Summer,West Bengal,1556662.0,4358011,Mid
Safflower,Rabi,West Bengal,350.0,270,Mid
Sannhamp,Kharif,West Bengal,968.0,5407,Mid
Sesamum,Autumn,West Bengal,1143.0,770,Mid
Sesamum,Summer,West Bengal,200506.0,131812,Mid
Sesamum,Winter,West Bengal,1245.0,746,Mid
Small millets,Kharif,West Bengal,1068.0,735,Mid
Small millets,Rabi,West Bengal,1500.0,1751,Mid
Soyabean,Kharif,West Bengal,537.0,322,Mid
Sugarcane,Whole Year,West Bengal,17557.0,1638267,Mid
Sunflower,Kharif,West Bengal,10127.0,11007,Mid
Tobacco,Whole Year,West Bengal,12707.0,17999,Mid
Turmeric,Whole Year,West Bengal,15216.0,35372,Mid
Urad,Kharif,West Bengal,50246.0,34769,Mid
Urad,Rabi,West Bengal,6765.0,5143,Mid
Wheat,Rabi,West Bengal,306985.0,764528,Mid
Arecanut,Kharif,Puducherry,61.0,77,Mid
Bajra,Kharif,Puducherry,29.0,49,Mid
Bajra,Summer,Puducherry,31.0,62,Mid
Banana,Kharif,Puducherry,285.0,10371,Mid
Black pepper,Kharif,Puducherry,12.0,8,Mid
Cashewnut,Kharif,Puducherry,171.0,146,Mid
Coconut,Whole Year,Puducherry,2138.0,31097000,Mid
Cotton(lint),Summer,Puducherry,10.0,8,Mid
Groundnut,Kharif,Puducherry,25.0,47,Mid
Groundnut,Rabi,Puducherry,374.0,796,Mid
Groundnut,Summer,Puducherry,39.0,78,Mid
Jowar,Kharif,Puducherry,6.0,9,Mid
Moong(Green Gram),Summer,Puducherry,1060.0,92,Mid
Ragi,Kharif,Puducherry,12.0,29,Mid
Ragi,Rabi,Puducherry,5.0,11,Mid
Ragi,Summer,Puducherry,17.0,51,Mid
Rice,Kharif,Puducherry,4650.0,13501,Mid
Rice,Rabi,Puducherry,11178.0,25378,Mid
Rice,Summer,Puducherry,5098.0,13451,Mid
Sesamum,Rabi,Puducherry,18.0,13,Mid
Sesamum,Summer,Puducherry,224.0,211,Mid
Sugarcane,Kharif,Puducherry,1785.0,247254,Mid
Tapioca,Kharif,Puducherry,242.0,6769,Mid
Urad,Kharif,Puducherry,31.0,10,Mid
Urad,Rabi,Puducherry,93.0,58,Mid
Urad,Summer,Puducherry,874.0,101,Mid
Arecanut,Whole Year,Andhra Pradesh,386.0,198,Low
Arhar/Tur,Kharif,Andhra Pradesh,438392.0,189677,Low
Arhar/Tur,Rabi,Andhra Pradesh,24895.0,13266,Low
Bajra,Kharif,Andhra Pradesh,33411.0,43471,Low
Bajra,Rabi,Andhra Pradesh,11938.0,9884,Low
Banana,Whole Year,Andhra Pradesh,58229.0,1775347,Low
Cashewnut,Whole Year,Andhra Pradesh,139274.0,42703,Low
Castor seed,Kharif,Andhra Pradesh,147582.0,63733,Low
Coriander,Whole Year,Andhra Pradesh,37468.0,20605,Low
Cotton(lint),Kharif,Andhra Pradesh,1467025.0,3232025,Low
Dry chillies,Kharif,Andhra Pradesh,156475.0,639974,Low
Dry chillies,Rabi,Andhra Pradesh,50066.0,191016,Low
Garlic,Whole Year,Andhra Pradesh,530.0,1565,Low
Ginger,Whole Year,Andhra Pradesh,2317.0,16674,Low
Gram,Rabi,Andhra Pradesh,646894.0,846659,Low
Groundnut,Kharif,Andhra Pradesh,1010974.0,389551,Low
Groundnut,Rabi,Andhra Pradesh,290208.0,617067,Low
Horse-gram,Kharif,Andhra Pradesh,20162.0,13170,Low
Horse-gram,Rabi,Andhra Pradesh,39303.0,23512,Low
Jowar,Kharif,Andhra Pradesh,184976.0,184211,Low
Jowar,Rabi,Andhra Pradesh,199858.0,252991,Low
Linseed,Rabi,Andhra Pradesh,673.0,100,Low
Maize,Kharif,Andhra Pradesh,501624.0,996315,Low
Maize,Rabi,Andhra Pradesh,281008.0,1764883,Low
Mesta,Kharif,Andhra Pradesh,23045.0,191397,Low
Moong(Green Gram),Kharif,Andhra Pradesh,205281.0,21104,Low
Moong(Green Gram),Rabi,Andhra Pradesh,101342.0,41502,Low
Niger seed,Kharif,Andhra Pradesh,7663.0,2632,Low
Onion,Kharif,Andhra Pradesh,22954.0,374804,Low
Onion,Rabi,Andhra Pradesh,13608.0,333288,Low
Other  Rabi pulses,Rabi,Andhra Pradesh,2666.0,2314,Low
Potato,Whole Year,Andhra Pradesh,5040.0,57159,Low
Ragi,Kharif,Andhra Pradesh,38906.0,41951,Low
Ragi,Rabi,Andhra Pradesh,6322.0,11751,Low
Rapeseed &Mustard,Rabi,Andhra Pradesh,4309.0,2576,Low
Rice,Kharif,Andhra Pradesh,2062870.0,5956396,Low
Rice,Rabi,Andhra Pradesh,1377866.0,4881871,Low
Safflower,Rabi,Andhra Pradesh,14273.0,6079,Low
Sesamum,Kharif,Andhra Pradesh,47184.0,9335,Low
Sesamum,Rabi,Andhra Pradesh,43286.0,11397,Low
Small millets,Kharif,Andhra Pradesh,24322.0,8590,Low
Small millets,Rabi,Andhra Pradesh,1114.0,1004,Low
Soyabean,Kharif,Andhra Pradesh,156296.0,128785,Low
Sugarcane,Whole Year,Andhra Pradesh,157834.0,11695863,Low
Sunflower,Whole Year,Andhra Pradesh,350523.0,270089,Low
Sweet potato,Whole Year,Andhra Pradesh,886.0,6781,Low
Tapioca,Whole Year,Andhra Pradesh,11234.0,146366,Low
Tobacco,Whole Year,Andhra Pradesh,258386.0,724059,Low
Urad,Kharif,Andhra Pradesh,82940.0,12732,Low
Urad,Rabi,Andhra Pradesh,346178.0,255694,Low
Wheat,Rabi,Andhra Pradesh,9872.0,10319,Low
Arecanut,Whole Year,Assam,68947.0,68556,High
Arhar/Tur,Kharif,Assam,6191.0,4408,High
Banana,Whole Year,Assam,44980.0,621747,High
Black pepper,Whole Year,Assam,2967.0,4398,High
Castor seed,Kharif,Assam,1157.0,492,High
Cotton(lint),Kharif,Assam,1646.0,782,High
Dry chillies,Whole Year,Assam,17111.0,11727,High
Ginger,Whole Year,Assam,15690.0,107893,High
Gram,Rabi,Assam,1725.0,887,High
Jute,Kharif,Assam,65270.0,713294,High
Linseed,Rabi,Assam,7003.0,3578,High
Maize,Kharif,Assam,19481.0,13981,High
Masoor,Rabi,Assam,23227.0,11661,High
Mesta,Kharif,Assam,5000.0,25437,High
Moong(Green Gram),Rabi,Assam,7519.0,3439,High
Niger seed,Kharif,Assam,7645.0,3925,High
Onion,Whole Year,Assam,6785.0,15801,High
Peas & beans (Pulses),Rabi,Assam,22013.0,13412,High
Potato,Whole Year,Assam,82629.0,600153,High
Rapeseed &Mustard,Rabi,Assam,248700.0,131493,High
Rice,Autumn,Assam,340830.0,334655,High
Rice,Summer,Assam,394442.0,859790,High
Rice,Winter,Assam,1762324.0,3213979,High
Sesamum,Kharif,Assam,11641.0,6603,High
Small millets,Kharif,Assam,6260.0,3246,High
Sugarcane,Whole Year,Assam,27165.0,1062418,High
Sweet potato,Whole Year,Assam,6806.0,23969,High
Tapioca,Whole Year,Assam,3205.0,15286,High
Tobacco,Whole Year,Assam,591.0,320,High
Turmeric,Whole Year,Assam,13883.0,9719,High
Urad,Rabi,Assam,43353.0,24558,High
Wheat,Rabi,Assam,60067.0,65301,High
Arecanut,Whole Year,Karnataka,195802.0,1243385,Mid
Arhar/Tur,Kharif,Karnataka,604305.0,279760,Mid
Bajra,Kharif,Karnataka,304229.0,130201,Mid
Bajra,Rabi,Karnataka,124.0,138,Mid
Bajra,Summer,Karnataka,754.0,707,Mid
Banana,Whole Year,Karnataka,63981.0,1407316,Mid
Black pepper,Whole Year,Karnataka,19706.0,73143,Mid
Cardamom,Whole Year,Karnataka,19178.0,1267,Mid
Cashewnut,Whole Year,Karnataka,63314.0,48008,Mid
Castor seed,Kharif,Karnataka,17829.0,11525,Mid
Coriander,Whole Year,Karnataka,6580.0,3224,Mid
Cotton(lint),Whole Year,Karnataka,456802.0,705079,Mid
Dry chillies,Rabi,Karnataka,6354.0,18944,Mid
Dry chillies,Summer,Karnataka,6605.0,30415,Mid
Garlic,Whole Year,Karnataka,4698.0,6603,Mid
Ginger,Whole Year,Karnataka,44837.0,1411977,Mid
Gram,Kharif,Karnataka,114622.0,60384,Mid
Gram,Rabi,Karnataka,112804.0,52780,Mid
Groundnut,Kharif,Karnataka,609042.0,289045,Mid
Groundnut,Rabi,Karnataka,208508.0,168308,Mid
Horse-gram,Kharif,Karnataka,114622.0,60384,Mid
Horse-gram,Rabi,Karnataka,112804.0,52780,Mid
Jowar,Kharif,Karnataka,246290.0,240968,Mid
Jowar,Rabi,Karnataka,1117147.0,1046387,Mid
Jowar,Summer,Karnataka,5973.0,8824,Mid
Linseed,Rabi,Karnataka,12456.0,3657,Mid
Maize,Kharif,Karnataka,1108434.0,2585194,Mid
Maize,Rabi,Karnataka,103702.0,262272,Mid
Maize,Summer,Karnataka,28341.0,77530,Mid
Mesta,Whole Year,Karnataka,1300.0,1885,Mid
Moong(Green Gram),Kharif,Karnataka,370345.0,45514,Mid
Moong(Green Gram),Rabi,Karnataka,8958.0,2349,Mid
Niger seed,Kharif,Karnataka,26380.0,9250,Mid
Onion,Kharif,Karnataka,174311.0,615452,Mid
Onion,Rabi,Karnataka,13815.0,81847,Mid
Onion,Summer,Karnataka,3777.0,28828,Mid
Other  Rabi pulses,Rabi,Karnataka,33735.0,9510,Mid
Potato,Kharif,Karnataka,28305.0,175087,Mid
Potato,Rabi,Karnataka,5890.0,86967,Mid
Potato,Summer,Karnataka,2913.0,46821,Mid
Ragi,Kharif,Karnataka,728828.0,1136495,Mid
Ragi,Rabi,Karnataka,27562.0,44924,Mid
Ragi,Summer,Karnataka,7984.0,14970,Mid
Rapeseed &Mustard,Rabi,Karnataka,5116.0,1493,Mid
Rice,Kharif,Karnataka,1102221.0,2734838,Mid
Rice,Rabi,Karnataka,37747.0,84636,Mid
Rice,Summer,Karnataka,346510.0,1057933,Mid
Safflower,Rabi,Karnataka,67924.0,51941,Mid
Sannhamp,Whole Year,Karnataka,282.0,70,Mid
Sesamum,Kharif,Karnataka,76280.0,31039,Mid
Small millets,Kharif,Karnataka,26682.0,13089,Mid
Soyabean,Kharif,Karnataka,183688.0,82396,Mid
Sugarcane,Whole Year,Karnataka,336521.0,32285023,Mid
Sunflower,Kharif,Karnataka,389147.0,111835,Mid
Sunflower,Rabi,Karnataka,376475.0,114919,Mid
Sunflower,Summer,Karnataka,28543.0,24563,Mid
Sweet potato,Whole Year,Karnataka,2397.0,15751,Mid
Tapioca,Whole Year,Karnataka,881.0,8161,Mid
Tobacco,Whole Year,Karnataka,118168.0,90957,Mid
Turmeric,Whole Year,Karnataka,17873.0,89932,Mid
Urad,Kharif,Karnataka,109099.0,9259,Mid
Urad,Rabi,Karnataka,9092.0,3548,Mid
Wheat,Rabi,Karnataka,283427.0,263877,Mid
Arecanut,Whole Year,Kerala,99190.0,116763,High
Banana,Whole Year,Kerala,51275.0,406242,High
Black pepper,Whole Year,Kerala,171489.0,42460,High
Cardamom,Whole Year,Kerala,41593.0,7800,High
Cashewnut,Whole Year,Kerala,48972.0,35818,High
Cotton(lint),Kharif,Kerala,1018.0,1324,High
Garlic,Whole Year,Kerala,336.0,5712,High
Ginger,Whole Year,Kerala,5408.0,28603,High
Groundnut,Kharif,Kerala,1340.0,992,High
Jowar,Kharif,Kerala,2547.0,1305,High
Ragi,Kharif,Kerala,293.0,236,High
Rice,Autumn,Kerala,77249.0,192050,High
Rice,Summer,Kerala,49279.0,134005,High
Rice,Winter,Kerala,107485.0,272284,High
Sesamum,Kharif,Kerala,608.0,206,High
Sugarcane,Whole Year,Kerala,2972.0,284970,High
Sweet potato,Whole Year,Kerala,399.0,4575,High
Tapioca,Whole Year,Kerala,74925.0,2525384,High
Tobacco,Whole Year,Kerala,29.0,34,High
Turmeric,Whole Year,Kerala,2438.0,6066,High
Arecanut,Whole Year,Meghalaya,13621.0,19396,High
Arhar/Tur,Kharif,Meghalaya,781.0,612,High
Banana,Kharif,Meghalaya,6802.0,78822,High
Black pepper,Whole Year,Meghalaya,890.0,461,High
Castor seed,Kharif,Meghalaya,29.0,15,High
Cotton(lint),Kharif,Meghalaya,6891.0,5491,High
Ginger,Kharif,Meghalaya,9321.0,54008,High
Gram,Rabi,Meghalaya,561.0,351,High
Jute,Kharif,Meghalaya,3928.0,34792,High
Linseed,Rabi,Meghalaya,77.0,36,High
Maize,Kharif,Meghalaya,17209.0,26167,High
Masoor,Rabi,Meghalaya,332.0,274,High
Mesta,Kharif,Meghalaya,4154.0,18391,High
Other  Rabi pulses,Rabi,Meghalaya,856.0,608,High
Peas & beans (Pulses),Rabi,Meghalaya,1012.0,1384,High
