Crop,Season,State,Area,Production,Annual_Rainfall
Dry chillies,Rabi       ,Puducherry,2.0,21,1693.9
Dry chillies,Summer     ,Puducherry,3.0,41,1693.9
Groundnut,Kharif     ,Puducherry,3.0,9,1693.9
Groundnut,Rabi       ,Puducherry,271.0,867,1693.9
Groundnut,Summer     ,Puducherry,13.0,42,1693.9
Jowar,Kharif     ,Puducherry,4.0,10,1693.9
Jowar,Summer     ,Puducherry,1.0,3,1693.9
Moong(Green Gram),Rabi       ,Puducherry,5.0,4,1693.9
Moong(Green Gram),Summer     ,Puducherry,660.0,274,1693.9
Onion,Kharif     ,Puducherry,1.0,3,1693.9
Onion,Summer     ,Puducherry,1.0,6,1693.9
Other  Rabi pulses,Rabi       ,Puducherry,62.0,62,1693.9
Other Kharif pulses,Kharif     ,Puducherry,1.0,1,1693.9
Other Summer Pulses,Summer     ,Puducherry,10.0,10,1693.9
Ragi,Kharif     ,Puducherry,26.0,60,1693.9
Ragi,Rabi       ,Puducherry,1.0,3,1693.9
Ragi,Summer     ,Puducherry,14.0,35,1693.9
Rice,Kharif     ,Puducherry,4298.0,16082,1693.9
Rice,Rabi       ,Puducherry,9048.0,30635,1693.9
Rice,Summer     ,Puducherry,4515.0,16626,1693.9
Sesamum,Kharif     ,Puducherry,2.0,2,1693.9
Sesamum,Rabi       ,Puducherry,5.0,4,1693.9
Sesamum,Summer     ,Puducherry,120.0,103,1693.9
Small millets,Kharif     ,Puducherry,9.0,11,1693.9
Sugarcane,Kharif     ,Puducherry,1444.0,187720,1693.9
Sweet potato,Kharif     ,Puducherry,3.0,24,1693.9
Tapioca,Kharif     ,Puducherry,182.0,4537,1693.9
Tapioca,Rabi       ,Puducherry,6.0,147,1693.9
Turmeric,Kharif     ,Puducherry,6.0,15,1693.9
Urad,Kharif     ,Puducherry,6.0,5,1693.9
Urad,Rabi       ,Puducherry,155.0,155,1693.9
Urad,Summer     ,Puducherry,338.0,152,1693.9
Arecanut,Rabi       ,Assam,67210.0,47324,2372.9
Arhar/Tur,Kharif     ,Assam,5550.0,4628,2372.9
Banana,Whole Year ,Assam,51113.0,917792,2372.9
Black pepper,Whole Year ,Assam,3388.0,7476,2372.9
Castor seed,Kharif     ,Assam,724.0,336,2372.9
Coconut ,Whole Year ,Assam,20752.0,160226000,2372.9
Cotton(lint),Kharif     ,Assam,843.0,431,2372.9
Dry chillies,Whole Year ,Assam,19847.0,18984,2372.9
Ginger,Whole Year ,Assam,17865.0,166272,2372.9
Gram,Rabi       ,Assam,2244.0,1575,2372.9
Jute,Kharif     ,Assam,65789.0,761571,2372.9
Linseed,Rabi       ,Assam,4763.0,2898,2372.9
Maize,Kharif     ,Assam,32264.0,105003,2372.9
Masoor,Rabi       ,Assam,26731.0,19573,2372.9
Mesta,Kharif     ,Assam,3287.0,19722,2372.9
Moong(Green Gram),Rabi       ,Assam,11113.0,7703,2372.9
Niger seed,Kharif     ,Assam,5674.0,3129,2372.9
Onion,Whole Year ,Assam,8211.0,84835,2372.9
Other  Rabi pulses,Rabi       ,Assam,14865.0,12264,2372.9
Peas & beans (Pulses),Rabi       ,Assam,29860.0,27965,2372.9
Potato,Whole Year ,Assam,103205.0,773481,2372.9
Rapeseed &Mustard,Rabi       ,Assam,285736.0,183665,2372.9
Rice,Autumn     ,Assam,144766.0,209122,2372.9
Rice,Summer     ,Assam,400873.0,1145512,2372.9
Rice,Winter     ,Assam,1879539.0,4082738,2372.9
Sesamum,Kharif     ,Assam,11983.0,8355,2372.9
Small millets,Kharif     ,Assam,5210.0,3058,2372.9
Sugarcane,Whole Year ,Assam,31199.0,1093930,2372.9
Sweet potato,Whole Year ,Assam,5020.0,26342,2372.9
Tapioca,Whole Year ,Assam,3364.0,31751,2372.9
Tobacco,Whole Year ,Assam,141.0,71,2372.9
Turmeric,Whole Year ,Assam,15896.0,19395,2372.9
Urad,Rabi       ,Assam,59866.0,39815,2372.9
Wheat,Rabi       ,Assam,16945.0,23693,2372.9
Arecanut,Rabi       ,Meghalaya,18220.0,23999,5649.1
Arhar/Tur,Kharif     ,Meghalaya,1183.0,1532,5649.1
Banana,Kharif     ,Meghalaya,7273.0,94721,5649.1
Black pepper,Rabi       ,Meghalaya,1036.0,781,5649.1
Cashewnut,Rabi       ,Meghalaya,10466.0,14830,5649.1
Castor seed,Rabi       ,Meghalaya,72.0,65,5649.1
Coriander,Whole Year ,Meghalaya,486.0,1904,5649.1
Cotton(lint),Kharif     ,Meghalaya,7260.0,8840,5649.1
Cowpea(Lobia),Rabi       ,Meghalaya,1676.0,2537,5649.1
Dry chillies,Whole Year ,Meghalaya,2327.0,2356,5649.1
Ginger,Kharif     ,Meghalaya,9953.0,66273,5649.1
Gram,Rabi       ,Meghalaya,1865.0,1992,5649.1
Jute,Kharif     ,Meghalaya,6678.0,68539,5649.1
Linseed,Rabi       ,Meghalaya,94.0,56,5649.1
Maize,Kharif     ,Meghalaya,18163.0,41667,5649.1
Masoor,Rabi       ,Meghalaya,1258.0,1393,5649.1
Mesta,Kharif     ,Meghalaya,4475.0,26401,5649.1
Onion,Rabi       ,Meghalaya,557.0,4997,5649.1
Peas & beans (Pulses),Rabi       ,Meghalaya,2335.0,4525,5649.1
Potato,Summer     ,Meghalaya,12569.0,143031,5649.1
Potato,Winter     ,Meghalaya,6360.0,44175,5649.1
Rapeseed &Mustard,Rabi       ,Meghalaya,9879.0,9242,5649.1
Rice,Autumn     ,Meghalaya,33494.0,78214,5649.1
Rice,Rabi       ,Meghalaya,13624.0,63050,5649.1
Rice,Winter     ,Meghalaya,63814.0,161706,5649.1
Sesamum,Rabi       ,Meghalaya,2379.0,2219,5649.1
Small millets,Rabi       ,Meghalaya,2902.0,2743,5649.1
Soyabean,Kharif     ,Meghalaya,1868.0,3550,5649.1
Sugarcane,Whole Year ,Meghalaya,125.0,374,5649.1
Sweet potato,Kharif     ,Meghalaya,4723.0,15796,5649.1
Tapioca,Kharif     ,Meghalaya,5416.0,35594,5649.1
Tobacco,Rabi       ,Meghalaya,802.0,796,5649.1
Turmeric,Whole Year ,Meghalaya,2658.0,16557,5649.1
Wheat,Rabi       ,Meghalaya,462.0,892,5649.1
Arecanut,Whole Year ,Goa,1836.0,3296,4406.0
Banana,Whole Year ,Goa,2411.0,26979,4406.0
Black pepper,Whole Year ,Goa,849.0,346,4406.0
Cashewnut,Whole Year ,Goa,56417.0,27588,4406.0
Coconut ,Whole Year ,Goa,26381.0,132750000,4406.0
Groundnut,Kharif     ,Goa,210.0,498,4406.0
Groundnut,Rabi       ,Goa,214.0,497,4406.0
Other  Rabi pulses,Rabi       ,Goa,6033.0,6179,4406.0
Other Kharif pulses,Kharif     ,Goa,170.0,139,4406.0
Rice,Kharif     ,Goa,25841.0,70272,4406.0
Rice,Rabi       ,Goa,10543.0,28582,4406.0
Sugarcane,Whole Year ,Goa,888.0,35296,4406.0
Sweet potato,Whole Year ,Goa,55.0,116,4406.0
other oilseeds,Whole Year ,Goa,841.0,1692,4406.0
Arecanut,Whole Year ,Karnataka,476378.0,4253453,1419.1
Arhar/Tur,Kharif     ,Karnataka,1560680.0,945939,1419.1
Bajra,Kharif     ,Karnataka,193010.0,175359,1419.1
Bajra,Summer     ,Karnataka,1418.0,1543,1419.1
Black pepper,Whole Year ,Karnataka,148379.0,94144,1419.1
Cardamom,Whole Year ,Karnataka,1800.0,207,1419.1
Cashewnut,Whole Year ,Karnataka,47293.0,56971,1419.1
Castor seed,Kharif     ,Karnataka,2650.0,1520,1419.1
Coconut ,Whole Year ,Karnataka,610234.0,4321762000,1419.1
Coriander,Whole Year ,Karnataka,2918.0,2607,1419.1
Cotton(lint),Kharif     ,Karnataka,713879.0,1398294,1419.1
Cotton(lint),Rabi       ,Karnataka,4507.0,2176,1419.1
Cowpea(Lobia),Kharif     ,Karnataka,46257.0,17487,1419.1
Cowpea(Lobia),Rabi       ,Karnataka,11756.0,3304,1419.1
Cowpea(Lobia),Summer     ,Karnataka,3996.0,520,1419.1
Dry chillies,Kharif     ,Karnataka,157587.0,195572,1419.1
Garlic,Whole Year ,Karnataka,4006.0,26551,1419.1
Ginger,Whole Year ,Karnataka,15858.0,244065,1419.1
Gram,Rabi       ,Karnataka,1188512.0,575023,1419.1
Groundnut,Kharif     ,Karnataka,397745.0,271955,1419.1
Groundnut,Rabi       ,Karnataka,2766.0,5770,1419.1
Groundnut,Summer     ,Karnataka,140610.0,118972,1419.1
Horse-gram,Kharif     ,Karnataka,37589.0,15807,1419.1
Horse-gram,Rabi       ,Karnataka,146902.0,73961,1419.1
Jowar,Kharif     ,Karnataka,114479.0,157242,1419.1
Jowar,Rabi       ,Karnataka,877414.0,771339,1419.1
Jowar,Summer     ,Karnataka,1859.0,3003,1419.1
Linseed,Rabi       ,Karnataka,1704.0,352,1419.1
Maize,Kharif     ,Karnataka,1296051.0,3407725,1419.1
Maize,Rabi       ,Karnataka,93618.0,317479,1419.1
Maize,Summer     ,Karnataka,19621.0,67607,1419.1
Mesta,Whole Year ,Karnataka,81.0,116,1419.1
Moong(Green Gram),Kharif     ,Karnataka,436845.0,141364,1419.1
Moong(Green Gram),Rabi       ,Karnataka,5898.0,1324,1419.1
Moong(Green Gram),Summer     ,Karnataka,246.0,66,1419.1
Niger seed,Kharif     ,Karnataka,1068.0,211,1419.1
Onion,Kharif     ,Karnataka,193156.0,1462077,1419.1
Onion,Rabi       ,Karnataka,16788.0,222577,1419.1
Onion,Summer     ,Karnataka,3665.0,38682,1419.1
Other  Rabi pulses,Rabi       ,Karnataka,13989.0,10005,1419.1
Other Kharif pulses,Kharif     ,Karnataka,28375.0,17511,1419.1
Potato,Kharif     ,Karnataka,21372.0,169235,1419.1
Potato,Rabi       ,Karnataka,6482.0,98231,1419.1
Potato,Summer     ,Karnataka,410.0,6626,1419.1
Ragi,Kharif     ,Karnataka,514756.0,618474,1419.1
Ragi,Rabi       ,Karnataka,36318.0,50426,1419.1
Ragi,Summer     ,Karnataka,4276.0,7667,1419.1
Rapeseed &Mustard,Kharif     ,Karnataka,3172.0,628,1419.1
Rice,Kharif     ,Karnataka,1037158.0,2949318,1419.1
Rice,Rabi       ,Karnataka,11442.0,28334,1419.1
Rice,Summer     ,Karnataka,150993.0,484330,1419.1
Safflower,Rabi       ,Karnataka,17020.0,9973,1419.1
Sannhamp,Whole Year ,Karnataka,358.0,85,1419.1
Sesamum,Kharif     ,Karnataka,24776.0,15640,1419.1
Small millets,Kharif     ,Karnataka,19229.0,16105,1419.1
Soyabean,Kharif     ,Karnataka,261855.0,257221,1419.1
Sugarcane,Whole Year ,Karnataka,495932.0,42323211,1419.1
Sunflower,Kharif     ,Karnataka,95442.0,81315,1419.1
Sunflower,Rabi       ,Karnataka,46439.0,24150,1419.1
Sunflower,Summer     ,Karnataka,2734.0,2422,1419.1
Sweet potato,Whole Year ,Karnataka,5032.0,73050,1419.1
Tapioca,Whole Year ,Karnataka,635.0,8439,1419.1
Tobacco,Whole Year ,Karnataka,63840.0,52442,1419.1
Turmeric,Whole Year ,Karnataka,26579.0,153767,1419.1
Urad,Kharif     ,Karnataka,85094.0,41029,1419.1
Urad,Rabi       ,Karnataka,2787.0,1484,1419.1
Urad,Summer     ,Karnataka,1014.0,521,1419.1
Wheat,Rabi       ,Karnataka,157525.0,163113,1419.1
Arecanut,Whole Year ,Kerala,95739.29,99925,2989.7
Arhar/Tur,Whole Year ,Kerala,266.0,438,2989.7
Banana,Whole Year ,Kerala,52898.61,429061,2989.7
Black pepper,Whole Year ,Kerala,82761.41,36777,2989.7
Cardamom,Whole Year ,Kerala,38882.0,11535,2989.7
Cashewnut,Whole Year ,Kerala,38780.66,15635,2989.7
Coconut ,Whole Year ,Kerala,760946.81,5299000000,2989.7
Cotton(lint),Whole Year ,Kerala,59.4,90,2989.7
Garlic,Whole Year ,Kerala,69.61,345,2989.7
Ginger,Whole Year ,Kerala,3275.09,15124,2989.7
Gram,Whole Year ,Kerala,690.86,546,2989.7
Groundnut,Whole Year ,Kerala,187.3,239,2989.7
Jowar,Whole Year ,Kerala,205.0,168,2989.7
Maize,Whole Year ,Kerala,104.326,145,2989.7
Onion,Whole Year ,Kerala,5.21,0,2989.7
Other Kharif pulses,Kharif     ,Kerala,1532.826,1316,2989.7
Potato,Whole Year ,Kerala,536.9,7381,2989.7
Ragi,Whole Year ,Kerala,224.7,272,2989.7
Rice,Autumn     ,Kerala,60718.46,101943,2989.7
Rice,Summer     ,Kerala,48858.28,196784,2989.7
Rice,Winter     ,Kerala,88449.47,279529,2989.7
Sesamum,Whole Year ,Kerala,377.657,157,2989.7
Small millets,Whole Year ,Kerala,47.5,35,2989.7
Sugarcane,Whole Year ,Kerala,1011.88,106299,2989.7
Sweet potato,Whole Year ,Kerala,210.41,3059,2989.7
Tapioca,Whole Year ,Kerala,61874.16,2325006,2989.7
Tobacco,Whole Year ,Kerala,7.28,12,2989.7
Turmeric,Whole Year ,Kerala,2483.71,6694,2989.7
Wheat,Whole Year ,Kerala,1.4,2,2989.7
Arecanut,Whole Year ,Tamil Nadu,6952.0,13543,986.2
Arhar/Tur,Kharif     ,Tamil Nadu,41381.0,51632,986.2
Bajra,Kharif     ,Tamil Nadu,31109.0,88494,986.2
Bajra,Rabi       ,Tamil Nadu,15773.0,29516,986.2
Banana,Whole Year ,Tamil Nadu,87514.0,3483248,986.2
Black pepper,Whole Year ,Tamil Nadu,5571.0,1176,986.2
Cardamom,Whole Year ,Tamil Nadu,3838.0,347,986.2
Cashewnut,Whole Year ,Tamil Nadu,85272.0,19701,986.2
Castor seed,Kharif     ,Tamil Nadu,4756.0,1526,986.2
Coconut ,Whole Year ,Tamil Nadu,439745.0,5214000000,986.2
Coriander,Whole Year ,Tamil Nadu,6427.0,2526,986.2
Cotton(lint),Kharif     ,Tamil Nadu,70023.0,151758,986.2
Cotton(lint),Rabi       ,Tamil Nadu,64899.0,168541,986.2
Cowpea(Lobia),Kharif     ,Tamil Nadu,44897.0,35418,986.2
Cowpea(Lobia),Rabi       ,Tamil Nadu,19985.0,17010,986.2
Dry chillies,Whole Year ,Tamil Nadu,45949.0,14000,986.2
Garlic,Whole Year ,Tamil Nadu,1449.0,8631,986.2
Ginger,Whole Year ,Tamil Nadu,377.0,7263,986.2
Gram,Rabi       ,Tamil Nadu,5851.0,5419,986.2
Groundnut,Kharif     ,Tamil Nadu,196543.0,426219,986.2
Groundnut,Rabi       ,Tamil Nadu,138952.0,485021,986.2
Horse-gram,Kharif     ,Tamil Nadu,4045.0,2883,986.2
Horse-gram,Rabi       ,Tamil Nadu,73408.0,50647,986.2
Jowar,Kharif     ,Tamil Nadu,182554.0,209775,986.2
Jowar,Rabi       ,Tamil Nadu,203288.0,254701,986.2
Maize,Kharif     ,Tamil Nadu,168944.0,1283603,986.2
Maize,Rabi       ,Tamil Nadu,221658.0,1550834,986.2
Moong(Green Gram),Kharif     ,Tamil Nadu,26977.0,18186,986.2
Moong(Green Gram),Rabi       ,Tamil Nadu,143341.0,58676,986.2
Onion,Kharif     ,Tamil Nadu,12414.0,108888,986.2
Onion,Rabi       ,Tamil Nadu,19273.0,109707,986.2
Other  Rabi pulses,Rabi       ,Tamil Nadu,20761.0,16051,986.2
Other Cereals,Kharif     ,Tamil Nadu,1685.0,2286,986.2
Other Cereals,Rabi       ,Tamil Nadu,4262.0,10045,986.2
Other Kharif pulses,Kharif     ,Tamil Nadu,28942.0,20808,986.2
Potato,Kharif     ,Tamil Nadu,2334.0,25622,986.2
Potato,Rabi       ,Tamil Nadu,1198.0,23750,986.2
Ragi,Kharif     ,Tamil Nadu,56917.0,178988,986.2
Ragi,Rabi       ,Tamil Nadu,21676.0,76983,986.2
Rapeseed &Mustard,Rabi       ,Tamil Nadu,305.0,71,986.2
Rice,Autumn     ,Tamil Nadu,279647.0,1198496,986.2
Rice,Summer     ,Tamil Nadu,236904.0,992095,986.2
Rice,Winter     ,Tamil Nadu,1204714.0,3940959,986.2
Sesamum,Kharif     ,Tamil Nadu,9457.0,4494,986.2
Sesamum,Rabi       ,Tamil Nadu,35153.0,19932,986.2
Small millets,Kharif     ,Tamil Nadu,15961.0,26420,986.2
Small millets,Rabi       ,Tamil Nadu,344.0,511,986.2
Sugarcane,Whole Year ,Tamil Nadu,166415.0,17096330,986.2
Sunflower,Kharif     ,Tamil Nadu,486.0,843,986.2
Sunflower,Rabi       ,Tamil Nadu,4556.0,2630,986.2
Sweet potato,Whole Year ,Tamil Nadu,328.0,8848,986.2
Tapioca,Whole Year ,Tamil Nadu,75644.0,2629655,986.2
Tobacco,Whole Year ,Tamil Nadu,2111.0,3238,986.2
Turmeric,Whole Year ,Tamil Nadu,23351.0,92360,986.2
Urad,Kharif     ,Tamil Nadu,44495.0,33810,986.2
Urad,Rabi       ,Tamil Nadu,396479.0,240497,986.2
Arecanut,Kharif     ,Andhra Pradesh,1096.0,10418,899.2
Arhar/Tur,Kharif     ,Andhra Pradesh,237647.0,114451,899.2
Arhar/Tur,Rabi       ,Andhra Pradesh,5940.0,3747,899.2
Bajra,Kharif     ,Andhra Pradesh,20484.0,47045,899.2
Bajra,Rabi       ,Andhra Pradesh,4592.0,11322,899.2
Banana,Whole Year ,Andhra Pradesh,97695.0,5861700,899.2
Black pepper,Whole Year ,Andhra Pradesh,17645.0,17645,899.2
Cashewnut,Kharif     ,Andhra Pradesh,115785.0,115785,899.2
Castor seed,Kharif     ,Andhra Pradesh,36827.0,25270,899.2
Castor seed,Rabi       ,Andhra Pradesh,1056.0,637,899.2
Coconut ,Whole Year ,Andhra Pradesh,104027.0,1912224000,899.2
Coriander,Rabi       ,Andhra Pradesh,1119.0,553,899.2
Cotton(lint),Kharif     ,Andhra Pradesh,653953.0,424486,899.2
Cotton(lint),Rabi       ,Andhra Pradesh,3474.0,11066,899.2
Cowpea(Lobia),Kharif     ,Andhra Pradesh,5816.0,2612,899.2
Cowpea(Lobia),Rabi       ,Andhra Pradesh,6792.0,3532,899.2
Dry chillies,Kharif     ,Andhra Pradesh,136183.0,725388,899.2
Dry chillies,Rabi       ,Andhra Pradesh,16899.0,79638,899.2
Ginger,Kharif     ,Andhra Pradesh,294.0,633,899.2
Gram,Rabi       ,Andhra Pradesh,458579.0,558745,899.2
Groundnut,Kharif     ,Andhra Pradesh,567875.0,621906,899.2
Groundnut,Rabi       ,Andhra Pradesh,93389.0,227739,899.2
Guar seed,Kharif     ,Andhra Pradesh,1.0,0,899.2
Guar seed,Rabi       ,Andhra Pradesh,6.0,0,899.2
Horse-gram,Kharif     ,Andhra Pradesh,83567.0,39442,899.2
Horse-gram,Rabi       ,Andhra Pradesh,29995.0,16670,899.2
Jowar,Kharif     ,Andhra Pradesh,36981.0,38880,899.2
Jowar,Rabi       ,Andhra Pradesh,117962.0,350076,899.2
Linseed,Kharif     ,Andhra Pradesh,133.0,0,899.2
Maize,Kharif     ,Andhra Pradesh,95591.0,450932,899.2
Maize,Rabi       ,Andhra Pradesh,205100.0,1670288,899.2
Mesta,Kharif     ,Andhra Pradesh,1714.0,18265,899.2
Moong(Green Gram),Kharif     ,Andhra Pradesh,13444.0,5138,899.2
Moong(Green Gram),Rabi       ,Andhra Pradesh,93535.0,81072,899.2
Niger seed,Rabi       ,Andhra Pradesh,4256.0,1409,899.2
Oilseeds total,Kharif     ,Andhra Pradesh,712037.0,2914652,899.2
Oilseeds total,Rabi       ,Andhra Pradesh,141100.0,250093,899.2
Onion,Kharif     ,Andhra Pradesh,23864.0,524198,899.2
Onion,Rabi       ,Andhra Pradesh,12250.0,256890,899.2
Other  Rabi pulses,Rabi       ,Andhra Pradesh,10770.0,11296,899.2
Other Kharif pulses,Kharif     ,Andhra Pradesh,1715.0,850,899.2
Potato,Kharif     ,Andhra Pradesh,453.0,6648,899.2
Potato,Rabi       ,Andhra Pradesh,1050.0,15919,899.2
Ragi,Kharif     ,Andhra Pradesh,25660.0,31913,899.2
Ragi,Rabi       ,Andhra Pradesh,7893.0,12385,899.2
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,1882.0,912,899.2
Rice,Kharif     ,Andhra Pradesh,1526425.0,5342033,899.2
Rice,Rabi       ,Andhra Pradesh,829557.0,3798058,899.2
Safflower,Rabi       ,Andhra Pradesh,710.0,348,899.2
Sannhamp,Kharif     ,Andhra Pradesh,3365.0,0,899.2
Sannhamp,Rabi       ,Andhra Pradesh,1133.0,0,899.2
Sesamum,Kharif     ,Andhra Pradesh,6197.0,1316,899.2
Sesamum,Rabi       ,Andhra Pradesh,32989.0,12129,899.2
Small millets,Kharif     ,Andhra Pradesh,19344.0,18085,899.2
Small millets,Rabi       ,Andhra Pradesh,3966.0,3990,899.2
Soyabean,Kharif     ,Andhra Pradesh,1354.0,2367,899.2
Soyabean,Rabi       ,Andhra Pradesh,24.0,42,899.2
Sugarcane,Kharif     ,Andhra Pradesh,85911.0,6714729,899.2
Sunflower,Kharif     ,Andhra Pradesh,1869.0,1306,899.2
Sunflower,Rabi       ,Andhra Pradesh,6794.0,6877,899.2
Sweet potato,Kharif     ,Andhra Pradesh,54.0,895,899.2
Sweet potato,Rabi       ,Andhra Pradesh,360.0,6271,899.2
Tapioca,Kharif     ,Andhra Pradesh,6986.0,84845,899.2
Tapioca,Rabi       ,Andhra Pradesh,54.0,512,899.2
Tobacco,Kharif     ,Andhra Pradesh,36504.0,375719,899.2
Tobacco,Rabi       ,Andhra Pradesh,78051.0,165535,899.2
Urad,Kharif     ,Andhra Pradesh,15242.0,14254,899.2
Urad,Rabi       ,Andhra Pradesh,287929.0,315055,899.2
Wheat,Rabi       ,Andhra Pradesh,37.0,11,899.2
other oilseeds,Kharif     ,Andhra Pradesh,97782.0,2262487,899.2
Arecanut,Kharif     ,Puducherry,52.0,78,1317.0
Bajra,Kharif     ,Puducherry,14.0,36,1317.0
Bajra,Rabi       ,Puducherry,1.0,3,1317.0
Bajra,Summer     ,Puducherry,7.0,18,1317.0
Banana,Kharif     ,Puducherry,273.0,16637,1317.0
Black pepper,Kharif     ,Puducherry,11.0,15,1317.0
Cashewnut,Kharif     ,Puducherry,145.0,65,1317.0
Coconut ,Whole Year ,Puducherry,1857.0,18661000,1317.0
Cotton(lint),Kharif     ,Puducherry,500.0,1248,1317.0
Dry chillies,Kharif     ,Puducherry,2.0,26,1317.0
Dry chillies,Rabi       ,Puducherry,3.0,41,1317.0
Dry chillies,Summer     ,Puducherry,2.0,26,1317.0
Groundnut,Kharif     ,Puducherry,1.0,3,1317.0
Groundnut,Rabi       ,Puducherry,231.0,693,1317.0
Groundnut,Summer     ,Puducherry,21.0,63,1317.0
Moong(Green Gram),Rabi       ,Puducherry,12.0,9,1317.0
Moong(Green Gram),Summer     ,Puducherry,629.0,156,1317.0
Onion,Kharif     ,Puducherry,2.0,10,1317.0
Onion,Summer     ,Puducherry,1.0,5,1317.0
Other  Rabi pulses,Rabi       ,Puducherry,53.0,42,1317.0
Other Kharif pulses,Kharif     ,Puducherry,5.0,4,1317.0
Other Summer Pulses,Summer     ,Puducherry,21.0,17,1317.0
Ragi,Kharif     ,Puducherry,32.0,77,1317.0
Ragi,Rabi       ,Puducherry,4.0,10,1317.0
Ragi,Summer     ,Puducherry,23.0,55,1317.0
Rice,Kharif     ,Puducherry,4323.0,15171,1317.0
Rice,Rabi       ,Puducherry,9397.0,28114,1317.0
Rice,Summer     ,Puducherry,4518.0,16060,1317.0
Sesamum,Kharif     ,Puducherry,2.0,2,1317.0
Sesamum,Rabi       ,Puducherry,10.0,10,1317.0
Sesamum,Summer     ,Puducherry,203.0,152,1317.0
Small millets,Kharif     ,Puducherry,14.0,17,1317.0
Sugarcane,Kharif     ,Puducherry,1308.0,183120,1317.0
Sweet potato,Kharif     ,Puducherry,5.0,45,1317.0
Sweet potato,Rabi       ,Puducherry,1.0,9,1317.0
Tapioca,Kharif     ,Puducherry,170.0,4218,1317.0
Tapioca,Rabi       ,Puducherry,8.0,196,1317.0
Turmeric,Kharif     ,Puducherry,11.0,165,1317.0
Urad,Kharif     ,Puducherry,2.0,2,1317.0
Urad,Rabi       ,Puducherry,146.0,146,1317.0
Urad,Summer     ,Puducherry,321.0,139,1317.0
Arecanut,Rabi       ,Assam,67223.0,52124,2084.7
Arhar/Tur,Kharif     ,Assam,5830.0,5040,2084.7
Banana,Whole Year ,Assam,49445.0,906683,2084.7
Black pepper,Whole Year ,Assam,3410.0,7664,2084.7
Castor seed,Kharif     ,Assam,748.0,345,2084.7
Coconut ,Whole Year ,Assam,20800.0,148629000,2084.7
Cotton(lint),Kharif     ,Assam,789.0,417,2084.7
Dry chillies,Whole Year ,Assam,19835.0,19413,2084.7
Ginger,Whole Year ,Assam,17786.0,167803,2084.7
Gram,Rabi       ,Assam,2176.0,1523,2084.7
Jute,Kharif     ,Assam,64247.0,791512,2084.7
Linseed,Rabi       ,Assam,4885.0,3039,2084.7
Maize,Kharif     ,Assam,36636.0,128036,2084.7
Masoor,Rabi       ,Assam,24122.0,18434,2084.7
Mesta,Kharif     ,Assam,3221.0,20010,2084.7
Moong(Green Gram),Rabi       ,Assam,10837.0,8163,2084.7
Niger seed,Kharif     ,Assam,5715.0,3195,2084.7
Onion,Whole Year ,Assam,8155.0,88892,2084.7
Other  Rabi pulses,Rabi       ,Assam,15006.0,12467,2084.7
Peas & beans (Pulses),Rabi       ,Assam,27891.0,26081,2084.7
Potato,Whole Year ,Assam,104750.0,756222,2084.7
Rapeseed &Mustard,Rabi       ,Assam,287447.0,177226,2084.7
Rice,Autumn     ,Assam,127223.0,193215,2084.7
Rice,Summer     ,Assam,395518.0,1025571,2084.7
Rice,Winter     ,Assam,1878208.0,3996018,2084.7
Sesamum,Kharif     ,Assam,12027.0,8534,2084.7
Small millets,Kharif     ,Assam,5212.0,3226,2084.7
Sugarcane,Whole Year ,Assam,29703.0,1218118,2084.7
Sweet potato,Whole Year ,Assam,4926.0,25640,2084.7
Tapioca,Whole Year ,Assam,3289.0,31794,2084.7
Tobacco,Whole Year ,Assam,114.0,62,2084.7
Turmeric,Whole Year ,Assam,16359.0,20885,2084.7
Urad,Rabi       ,Assam,58100.0,34757,2084.7
Wheat,Rabi       ,Assam,11336.0,14430,2084.7
Arecanut,Rabi       ,Meghalaya,18231.0,24032,3844.4
Arhar/Tur,Kharif     ,Meghalaya,1186.0,1540,3844.4
Banana,Kharif     ,Meghalaya,7284.0,94870,3844.4
Black pepper,Rabi       ,Meghalaya,1046.0,791,3844.4
Cashewnut,Rabi       ,Meghalaya,10471.0,14846,3844.4
Castor seed,Rabi       ,Meghalaya,72.0,65,3844.4
Coriander,Whole Year ,Meghalaya,490.0,1925,3844.4
Cotton(lint),Kharif     ,Meghalaya,7245.0,8697,3844.4
Cowpea(Lobia),Rabi       ,Meghalaya,1681.0,2549,3844.4
Dry chillies,Whole Year ,Meghalaya,2334.0,2367,3844.4
Ginger,Kharif     ,Meghalaya,9963.0,66379,3844.4
Gram,Rabi       ,Meghalaya,1869.0,2004,3844.4
Jute,Kharif     ,Meghalaya,6680.0,68562,3844.4
Linseed,Rabi       ,Meghalaya,95.0,57,3844.4
Maize,Kharif     ,Meghalaya,18174.0,41760,3844.4
Masoor,Rabi       ,Meghalaya,1260.0,1400,3844.4
Mesta,Kharif     ,Meghalaya,4480.0,26455,3844.4
Onion,Rabi       ,Meghalaya,561.0,5037,3844.4
Peas & beans (Pulses),Rabi       ,Meghalaya,2340.0,4541,3844.4
Potato,Summer     ,Meghalaya,12577.0,143122,3844.4
Potato,Winter     ,Meghalaya,6366.0,44226,3844.4
Rapeseed &Mustard,Rabi       ,Meghalaya,9879.0,9242,3844.4
Rice,Autumn     ,Meghalaya,33480.0,78074,3844.4
Rice,Rabi       ,Meghalaya,13628.0,63081,3844.4
